Symbol,Identifier,Company,ISIN,Sector,Processed_Company
RESPONIND,RESPONINDEQN,Responsive Industries Limited,INE688D01026,NIFTY TOTAL MARKET,responsive industries
BAJAJCON,BAJAJCONEQN,Bajaj Consumer Care Limited,INE933K01021,NIFTY TOTAL MARKET,bajaj consumer care
ITDCEM,ITDCEMEQN,ITD Cementation India Limited,INE686A01026,NIFTY TOTAL MARKET,itd cementation india
ASTRAMICRO,ASTRAMICROEQN,Astra Microwave Products Limited,INE386C01029,NIFTY TOTAL MARKET,astra microwave products
HEMIPROP,HEMIPROPEQN,Hemisphere Properties India Limited,INE0AJG01018,NIFTY TOTAL MARKET,hemisphere properties india
GALAXYSURF,GALAXYSURFEQN,Galaxy Surfactants Limited,INE600K01018,NIFTY TOTAL MARKET,galaxy surfactants
GHCL,GHCLEQN,GHCL Limited,INE539A01019,NIFTY TOTAL MARKET,ghcl
RAMKY,RAMKYEQN,Ramky Infrastructure Limited,INE874I01013,NIFTY TOTAL MARKET,ramky infrastructure
EMBDL,EMBDLEQN,Equinox India Developments Limited,INE069I01010,NIFTY TOTAL MARKET,equinox india developments
GREAVESCOT,GREAVESCOTEQN,Greaves Cotton Limited,INE224A01026,NIFTY TOTAL MARKET,greaves cotton
TIDEWATER,TIDEWATEREQN,Tide Water Oil Company (India) Limited,INE484C01030,NIFTY TOTAL MARKET,tide water oil india
TECHNOE,TECHNOEEQN,Techno Electric & Engineering Company Limited,INE285K01026,NIFTY TOTAL MARKET,techno electric engineering
GREENPANEL,GREENPANELEQN,Greenpanel Industries Limited,INE08ZM01014,NIFTY TOTAL MARKET,greenpanel industries
RATEGAIN,RATEGAINEQN,Rategain Travel Technologies Limited,INE0CLI01024,NIFTY TOTAL MARKET,rategain travel technologies
KIRLOSENG,KIRLOSENGEQN,Kirloskar Oil Engines Limited,INE146L01010,NIFTY TOTAL MARKET,kirloskar oil engines
JTLIND,JTLINDEQN,JTL INDUSTRIES LIMITED,INE391J01024,NIFTY TOTAL MARKET,jtl industries
PURVA,PURVABEN,Puravankara Limited,INE323I01011,NIFTY TOTAL MARKET,puravankara
TARSONS,TARSONSEQN,Tarsons Products Limited,INE144Z01023,NIFTY TOTAL MARKET,tarsons products
SUDARSCHEM,SUDARSCHEMEQN,Sudarshan Chemical Industries Limited,INE659A01023,NIFTY TOTAL MARKET,sudarshan chemical industries
SEQUENT,SEQUENTEQN,Sequent Scientific Limited,INE807F01027,NIFTY TOTAL MARKET,sequent scientific
AHLUCONT,AHLUCONTEQN,Ahluwalia Contracts (India) Limited,INE758C01029,NIFTY TOTAL MARKET,ahluwalia contracts india
DEN,DENEQN,Den Networks Limited,INE947J01015,NIFTY TOTAL MARKET,den networks
PGEL,PGELEQN,PG Electroplast Limited,INE457L01029,NIFTY TOTAL MARKET,pg electroplast
CMSINFO,CMSINFOEQN,CMS Info Systems Limited,INE925R01014,NIFTY TOTAL MARKET,cms info systems
PARADEEP,PARADEEPEQN,Paradeep Phosphates Limited,INE088F01024,NIFTY TOTAL MARKET,paradeep phosphates
HCC,HCCEQN,Hindustan Construction Company Limited,INE549A01026,NIFTY TOTAL MARKET,hindustan construction
GRINFRA,GRINFRAEQN,G R Infraprojects Limited,INE201P01022,NIFTY TOTAL MARKET,g r infraprojects
RELIGARE,RELIGAREEQN,Religare Enterprises Limited,INE621H01010,NIFTY TOTAL MARKET,religare enterprises
CONFIPET,CONFIPETEQN,Confidence Petroleum India Limited,INE552D01024,NIFTY TOTAL MARKET,confidence petroleum india
IFBIND,IFBINDEQN,IFB Industries Limited,INE559A01017,NIFTY TOTAL MARKET,ifb industries
ISGEC,ISGECEQN,Isgec Heavy Engineering Limited,INE858B01029,NIFTY TOTAL MARKET,isgec heavy engineering
IIFLSEC,IIFLSECEQN,IIFL Securities Limited,INE489L01022,NIFTY TOTAL MARKET,iifl securities
IOLCP,IOLCPEQN,IOL Chemicals and Pharmaceuticals Limited,INE485C01011,NIFTY TOTAL MARKET,iol chemicals and pharmaceuticals
RAIN,RAINEQN,Rain Industries Limited,INE855B01025,NIFTY TOTAL MARKET,rain industries
NAZARA,NAZARAEQN,Nazara Technologies Limited,INE418L01021,NIFTY TOTAL MARKET,nazara technologies
CARTRADE,CARTRADEEQN,Cartrade Tech Limited,INE290S01011,NIFTY TOTAL MARKET,cartrade tech
SBCL,SBCLEQN,Shivalik Bimetal Controls Limited,INE386D01027,NIFTY TOTAL MARKET,shivalik bimetal controls
DCAL,DCALEQN,Dishman Carbogen Amcis Limited,INE385W01011,NIFTY TOTAL MARKET,dishman carbogen amcis
ICIL,ICILEQN,Indo Count Industries Limited,INE483B01026,NIFTY TOTAL MARKET,indo count industries
SHILPAMED,SHILPAMEDEQN,Shilpa Medicare Limited,INE790G01031,NIFTY TOTAL MARKET,shilpa medicare
PTC,PTCEQN,PTC India Limited,INE877F01012,NIFTY TOTAL MARKET,ptc india
NAVA,NAVAEQN,NAVA LIMITED,INE725A01022,NIFTY TOTAL MARKET,nava
PSB,PSBEQN,Punjab & Sind Bank,INE608A01012,NIFTY PSU BANK,punjab sind bank
