Symbol,Identifier,Company,ISIN,Sector
IONEXCHANG,IONEXCHANGEQN,ION Exchange (India) Limited,INE570A01022,NIFTY TOTAL MARKET
ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019,NIFTY TOTAL MARKET
VAIBHAVGBL,VAIBHAVGBLEQN,Vaibhav Global Limited,INE884A01027,NIFTY TOTAL MARKET
AVANTIFEED,AVANTIFEEDEQN,Avanti Feeds Limited,INE871C01038,NIFTY TOTAL MARKET
SHAREINDIA,SHAREINDIAEQN,Share India Securities Limited,INE932X13013,NIFTY TOTAL MARKET
SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY TOTAL MARKET
ITDCEM,ITDCEMEQN,ITD Cementation India Limited,INE686A01026,NIFTY TOTAL MARKET
HEIDELBERG,HEIDELBERGEQN,HeidelbergCement India Limited,INE578A01017,NIFTY TOTAL MARKET
ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027,NIFTY TOTAL MARKET
CHOICEIN,CHOICEINEQN,Choice International Limited,INE102B01014,NIFTY TOTAL MARKET
LGBBROSLTD,LGBBROSLTDEQN,LG Balakrishnan & Bros Limited,INE337A01034,NIFTY TOTAL MARKET
SFL,SFLEQN,Sheela Foam Limited,INE916U01025,NIFTY TOTAL MARKET
POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017,NIFTY TOTAL MARKET
STAR,STAREQN,Strides Pharma Science Limited,INE939A01011,NIFTY TOTAL MARKET
JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NIFTY TOTAL MARKET
NUVAMA,NUVAMAEQN,Nuvama Wealth Management Limited,INE531F01015,NIFTY TOTAL MARKET
COFORGE,COFORGEEQN,Coforge Limited,INE591G01017,NIFTY TOTAL MARKET
TRITURBINE,TRITURBINEEQN,Triveni Turbine Limited,INE152M01016,NIFTY TOTAL MARKET
IOB,IOBEQN,Indian Overseas Bank,INE565A01014,NIFTY TOTAL MARKET
EIHOTEL,EIHOTELEQN,EIH Limited,INE230A01023,NIFTY TOTAL MARKET
PTC,PTCEQN,PTC India Limited,INE877F01012,NIFTY TOTAL MARKET
3MINDIA,3MINDIAEQN,3M India Limited,INE470A01017,NIFTY TOTAL MARKET
PGHH,PGHHEQN,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,NIFTY TOTAL MARKET
SUNFLAG,SUNFLAGEQN,Sunflag Iron And Steel Company Limited,INE947A01014,NIFTY TOTAL MARKET
FEDFINA,FEDFINAEQN,Fedbank Financial Services Limited,INE007N01010,NIFTY TOTAL MARKET
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY TOTAL MARKET
GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY TOTAL MARKET
HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026,NIFTY TOTAL MARKET
TATATECH,TATATECHEQN,Tata Technologies Limited,INE142M01025,NIFTY TOTAL MARKET
DCMSHRIRAM,DCMSHRIRAMEQN,DCM Shriram Limited,INE499A01024,NIFTY TOTAL MARKET
POLYPLEX,POLYPLEXEQN,Polyplex Corporation Limited,INE633B01018,NIFTY TOTAL MARKET
CENTURYPLY,CENTURYPLYEQN,Century Plyboards (India) Limited,INE348B01021,NIFTY TOTAL MARKET
TTKPRESTIG,TTKPRESTIGEQN,TTK Prestige Limited,INE690A01028,NIFTY TOTAL MARKET
ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY TOTAL MARKET
MAHLOG,MAHLOGEQN,Mahindra Logistics Limited,INE766P01016,NIFTY TOTAL MARKET
TIDEWATER,TIDEWATEREQN,Tide Water Oil Company (India) Limited,INE484C01030,NIFTY TOTAL MARKET
WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025,NIFTY TOTAL MARKET
RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037,NIFTY TOTAL MARKET
GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NIFTY TOTAL MARKET
PRICOLLTD,PRICOLLTDEQN,Pricol Limited,INE726V01018,NIFTY TOTAL MARKET
CESC,CESCEQN,CESC Limited,INE486A01021,NIFTY TOTAL MARKET
KTKBANK,KTKBANKEQN,The Karnataka Bank Limited,INE614B01018,NIFTY TOTAL MARKET
HONAUT,HONAUTEQN,Honeywell Automation India Limited,INE671A01010,NIFTY TOTAL MARKET
SCHNEIDER,SCHNEIDEREQN,Schneider Electric Infrastructure Limited,INE839M01018,NIFTY TOTAL MARKET
LLOYDSENGG,LLOYDSENGGEQN,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NIFTY TOTAL MARKET
DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY TOTAL MARKET
UNIPARTS,UNIPARTSEQN,Uniparts India Limited,INE244O01017,NIFTY TOTAL MARKET
NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026,NIFTY TOTAL MARKET
SPLPETRO,SPLPETROEQN,Supreme Petrochem Limited,INE663A01033,NIFTY TOTAL MARKET
BARBEQUE,BARBEQUEEQN,Barbeque Nation Hospitality Limited,INE382M01027,NIFTY TOTAL MARKET
WONDERLA,WONDERLAEQN,Wonderla Holidays Limited,INE066O01014,NIFTY TOTAL MARKET
JKTYRE,JKTYREEQN,JK Tyre & Industries Limited,INE573A01042,NIFTY TOTAL MARKET
BLUEDART,BLUEDARTEQN,Blue Dart Express Limited,INE233B08103,NIFTY TOTAL MARKET
TRIDENT,TRIDENTEQN,Trident Limited,INE064C01022,NIFTY TOTAL MARKET
CLEAN,CLEANEQN,Clean Science and Technology Limited,INE227W01023,NIFTY TOTAL MARKET
INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017,NIFTY TOTAL MARKET
UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024,NIFTY TOTAL MARKET
MANYAVAR,MANYAVAREQN,Vedant Fashions Limited,INE825V01034,NIFTY TOTAL MARKET
REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026,NIFTY TOTAL MARKET
UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018,NIFTY TOTAL MARKET
AIAENG,AIAENGEQN,AIA Engineering Limited,INE212H01026,NIFTY TOTAL MARKET
TVSHLTD,TVSHLTDEQN,TVS Holdings Limited,INE105A04013,NIFTY TOTAL MARKET
DEN,DENEQN,Den Networks Limited,INE947J01015,NIFTY TOTAL MARKET
DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029,NIFTY TOTAL MARKET
UNOMINDA,UNOMINDAEQN,UNO Minda Limited,INE405E01023,NIFTY TOTAL MARKET
JISLJALEQS,JISLJALEQSEQN,Jain Irrigation Systems Limited,INE175A01038,NIFTY TOTAL MARKET
MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY TOTAL MARKET
UBL,UBLEQN,United Breweries Limited,INE686F01025,NIFTY TOTAL MARKET
ARVINDFASN,ARVINDFASNEQN,Arvind Fashions Limited,INE955V01021,NIFTY TOTAL MARKET
MASFIN,MASFINEQN,MAS Financial Services Limited,INE348L01012,NIFTY TOTAL MARKET
SPARC,SPARCEQN,Sun Pharma Advanced Research Company Limited,INE232I01014,NIFTY TOTAL MARKET
JCHAC,JCHACEQN,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,NIFTY TOTAL MARKET
SAFARI,SAFARIEQN,Safari Industries (India) Limited,INE429E01023,NIFTY TOTAL MARKET
SUNTV,SUNTVEQN,Sun TV Network Limited,INE424H01027,NIFTY TOTAL MARKET
MHRIL,MHRILEQN,Mahindra Holidays & Resorts India Limited,INE998I01010,NIFTY TOTAL MARKET
PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021,NIFTY TOTAL MARKET
GMDCLTD,GMDCLTDEQN,Gujarat Mineral Development Corporation Limited,INE131A01031,NIFTY TOTAL MARKET
INDIGOPNTS,INDIGOPNTSEQN,Indigo Paints Limited,INE09VQ01012,NIFTY TOTAL MARKET
SHOPERSTOP,SHOPERSTOPEQN,Shoppers Stop Limited,INE498B01024,NIFTY TOTAL MARKET
RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030,NIFTY TOTAL MARKET
GODREJIND,GODREJINDEQN,Godrej Industries Limited,INE233A01035,NIFTY TOTAL MARKET
SRF,SRFEQN,SRF Limited,INE647A01010,NIFTY TOTAL MARKET
NEULANDLAB,NEULANDLABEQN,Neuland Laboratories Limited,INE794A01010,NIFTY TOTAL MARKET
GANESHHOUC,GANESHHOUCEQN,Ganesh Housing Corporation Limited,INE460C01014,NIFTY TOTAL MARKET
FINEORG,FINEORGEQN,Fine Organic Industries Limited,INE686Y01026,NIFTY TOTAL MARKET
APLAPOLLO,APLAPOLLOEQN,APL Apollo Tubes Limited,INE702C01027,NIFTY TOTAL MARKET
DATAMATICS,DATAMATICSEQN,Datamatics Global Services Limited,INE365B01017,NIFTY TOTAL MARKET
SBFC,SBFCEQN,SBFC Finance Limited,INE423Y01016,NIFTY TOTAL MARKET
SJVN,SJVNEQN,SJVN Limited,INE002L01015,NIFTY TOTAL MARKET
DREAMFOLKS,DREAMFOLKSEQN,Dreamfolks Services Limited,INE0JS101016,NIFTY TOTAL MARKET
SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018,NIFTY TOTAL MARKET
RITES,RITESEQN,RITES Limited,INE320J01015,NIFTY TOTAL MARKET
HINDWAREAP,HINDWAREAPEQN,Hindware Home Innovation Limited,INE05AN01011,NIFTY TOTAL MARKET
PAYTM,PAYTMEQN,One 97 Communications Limited,INE982J01020,NIFTY TOTAL MARKET
GODFRYPHLP,GODFRYPHLPEQN,Godfrey Phillips India Limited,INE260B01028,NIFTY TOTAL MARKET
MOIL,MOILEQN,MOIL Limited,INE490G01020,NIFTY TOTAL MARKET
HEG,HEGEQN,HEG Limited,INE545A01016,NIFTY TOTAL MARKET
ANURAS,ANURASEQN,Anupam Rasayan India Limited,INE930P13013,NIFTY TOTAL MARKET
UJJIVANSFB,UJJIVANSFBEQN,Ujjivan Small Finance Bank Limited,INE551W01018,NIFTY TOTAL MARKET
LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018,NIFTY TOTAL MARKET
FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029,NIFTY TOTAL MARKET
BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY TOTAL MARKET
ETHOSLTD,ETHOSLTDEQN,Ethos Limited,INE04TZ01018,NIFTY TOTAL MARKET
INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012,NIFTY TOTAL MARKET
KRBL,KRBLEQN,KRBL Limited,INE001B01026,NIFTY TOTAL MARKET
HATHWAY,HATHWAYEQN,Hathway Cable & Datacom Limited,INE982F01036,NIFTY TOTAL MARKET
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY TOTAL MARKET
GLAND,GLANDEQN,Gland Pharma Limited,INE068V01023,NIFTY TOTAL MARKET
UTKARSHBNK,UTKARSHBNKEQN,Utkarsh Small Finance Bank Limited,INE735W01017,NIFTY TOTAL MARKET
BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019,NIFTY TOTAL MARKET
SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028,NIFTY TOTAL MARKET
TEXRAIL,TEXRAILEQN,Texmaco Rail & Engineering Limited,INE621L01012,NIFTY TOTAL MARKET
ECLERX,ECLERXEQN,eClerx Services Limited,INE738I01010,NIFTY TOTAL MARKET
GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032,NIFTY TOTAL MARKET
ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023,NIFTY TOTAL MARKET
WHIRLPOOL,WHIRLPOOLEQN,Whirlpool of India Limited,INE716A01013,NIFTY TOTAL MARKET
BBTC,BBTCEQN,Bombay Burmah Trading Corporation Limited,INE050A01025,NIFTY TOTAL MARKET
PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY TOTAL MARKET
SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021,NIFTY TOTAL MARKET
CAPLIPOINT,CAPLIPOINTEQN,Caplin Point Laboratories Limited,INE475E01026,NIFTY TOTAL MARKET
AJANTPHARM,AJANTPHARMEQN,Ajanta Pharma Limited,INE031B01049,NIFTY TOTAL MARKET
DCBBANK,DCBBANKEQN,DCB Bank Limited,INE503A01015,NIFTY TOTAL MARKET
AZAD,AZADEQN,Azad Engineering Limited,INE02IJ01035,NIFTY TOTAL MARKET
LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028,NIFTY TOTAL MARKET
HLEGLAS,HLEGLASEQN,HLE Glascoat Limited,INE461D01028,NIFTY TOTAL MARKET
SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023,NIFTY TOTAL MARKET
IDEAFORGE,IDEAFORGEEQN,Ideaforge Technology Limited,INE349Y01013,NIFTY TOTAL MARKET
GRINFRA,GRINFRAEQN,G R Infraprojects Limited,INE201P01022,NIFTY TOTAL MARKET
VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020,NIFTY TOTAL MARKET
RPOWER,RPOWEREQN,Reliance Power Limited,INE614G01033,NIFTY TOTAL MARKET
GPIL,GPILEQN,Godawari Power And Ispat limited,INE177H01021,NIFTY TOTAL MARKET
PARADEEP,PARADEEPEQN,Paradeep Phosphates Limited,INE088F01024,NIFTY TOTAL MARKET
WABAG,WABAGEQN,VA Tech Wabag Limited,INE956G01038,NIFTY TOTAL MARKET
AUBANK,AUBANKEQN,AU Small Finance Bank Limited,INE949L01017,NIFTY TOTAL MARKET
DODLA,DODLAEQN,Dodla Dairy Limited,INE021O01019,NIFTY TOTAL MARKET
BAJAJCON,BAJAJCONEQN,Bajaj Consumer Care Limited,INE933K01021,NIFTY TOTAL MARKET
KALAMANDIR,KALAMANDIREQN,Sai Silks (Kalamandir) Limited,INE438K01021,NIFTY TOTAL MARKET
INDIASHLTR,INDIASHLTREQN,India Shelter Finance Corporation Limited,INE922K01024,NIFTY TOTAL MARKET
BORORENEW,BORORENEWEQN,BOROSIL RENEWABLES LIMITED,INE666D01022,NIFTY TOTAL MARKET
MTARTECH,MTARTECHEQN,Mtar Technologies Limited,INE864I01014,NIFTY TOTAL MARKET
PCBL,PCBLEQN,PCBL LIMITED,INE602A01031,NIFTY TOTAL MARKET
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY TOTAL MARKET
FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012,NIFTY TOTAL MARKET
MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012,NIFTY TOTAL MARKET
RTNPOWER,RTNPOWEREQN,RattanIndia Power Limited,INE399K01017,NIFTY TOTAL MARKET
CHENNPETRO,CHENNPETROEQN,Chennai Petroleum Corporation Limited,INE178A01016,NIFTY TOTAL MARKET
BANCOINDIA,BANCOINDIAEQN,Banco Products (I) Limited,INE213C01025,NIFTY TOTAL MARKET
MAHSEAMLES,MAHSEAMLESEQN,Maharashtra Seamless Limited,INE271B01025,NIFTY TOTAL MARKET
PURVA,PURVABEN,Puravankara Limited,INE323I01011,NIFTY TOTAL MARKET
BDL,BDLEQN,Bharat Dynamics Limited,INE171Z01026,NIFTY TOTAL MARKET
HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025,NIFTY TOTAL MARKET
KSB,KSBEQN,Ksb Limited,INE999A01023,NIFTY TOTAL MARKET
JTLIND,JTLINDEQN,JTL INDUSTRIES LIMITED,INE391J01024,NIFTY TOTAL MARKET
SCI,SCIEQN,Shipping Corporation Of India Limited,INE109A01011,NIFTY TOTAL MARKET
VENKEYS,VENKEYSEQN,Venky's (India) Limited,INE398A01010,NIFTY TOTAL MARKET
KANSAINER,KANSAINEREQN,Kansai Nerolac Paints Limited,INE531A01024,NIFTY TOTAL MARKET
SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010,NIFTY TOTAL MARKET
VIPIND,VIPINDEQN,VIP Industries Limited,INE054A01027,NIFTY TOTAL MARKET
RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028,NIFTY TOTAL MARKET
RALLIS,RALLISEQN,Rallis India Limited,INE613A01020,NIFTY TOTAL MARKET
TATAINVEST,TATAINVESTEQN,Tata Investment Corporation Limited,INE672A13013,NIFTY TOTAL MARKET
PNBHOUSING,PNBHOUSINGEQN,PNB Housing Finance Limited,INE572E01012,NIFTY TOTAL MARKET
SWANENERGY,SWANENERGYEQN,Swan Energy Limited,INE665A01038,NIFTY TOTAL MARKET
JTEKTINDIA,JTEKTINDIAEQN,Jtekt India Limited,INE643A01035,NIFTY TOTAL MARKET
FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021,NIFTY TOTAL MARKET
GILLETTE,GILLETTEEQN,Gillette India Limited,INE322A01010,NIFTY TOTAL MARKET
CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY TOTAL MARKET
AMIORG,AMIORGEQN,Ami Organics Limited,INE00FF01017,NIFTY TOTAL MARKET
PAISALO,PAISALOEQN,Paisalo Digital Limited,INE420C01059,NIFTY TOTAL MARKET
ACE,ACEEQN,Action Construction Equipment Limited,INE731H01025,NIFTY TOTAL MARKET
GRINDWELL,GRINDWELLEQN,Grindwell Norton Limited,INE536A01023,NIFTY TOTAL MARKET
INOXINDIA,INOXINDIAEQN,INOX India Limited,INE616N01034,NIFTY TOTAL MARKET
VSTTILLERS,VSTTILLERSEQN,V.S.T Tillers Tractors Limited,INE764D01017,NIFTY TOTAL MARKET
TIMETECHNO,TIMETECHNOEQN,Time Technoplast Limited,INE508G01029,NIFTY TOTAL MARKET
TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY TOTAL MARKET
NAVNETEDUL,NAVNETEDULEQN,Navneet Education Limited,INE060A01024,NIFTY TOTAL MARKET
JWL,JWLEQN,Jupiter Wagons Limited,INE209L01016,NIFTY TOTAL MARKET
ASHOKA,ASHOKAEQN,Ashoka Buildcon Limited,INE442H01029,NIFTY TOTAL MARKET
KSCL,KSCLEQN,Kaveri Seed Company Limited,INE455I01029,NIFTY TOTAL MARKET
DELTACORP,DELTACORPEQN,Delta Corp Limited,INE124G01033,NIFTY TOTAL MARKET
NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026,NIFTY TOTAL MARKET
MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028,NIFTY TOTAL MARKET
BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY TOTAL MARKET
SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021,NIFTY TOTAL MARKET
ESAFSFB,ESAFSFBEQN,ESAF Small Finance Bank Limited,INE818W01011,NIFTY TOTAL MARKET
CHEMPLASTS,CHEMPLASTSEQN,Chemplast Sanmar Limited,INE488A01050,NIFTY TOTAL MARKET
PDSL,PDSLEQN,PDS Limited,INE111Q01021,NIFTY TOTAL MARKET
DBREALTY,DBREALTYEQN,Valor Estate Limited,INE879I01012,NIFTY TOTAL MARKET
COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010,NIFTY TOTAL MARKET
GABRIEL,GABRIELEQN,Gabriel India Limited,INE524A01029,NIFTY TOTAL MARKET
VRLLOG,VRLLOGEQN,VRL Logistics Limited,INE366I01010,NIFTY TOTAL MARKET
ALOKINDS,ALOKINDSEQN,Alok Industries Limited,INE270A01029,NIFTY TOTAL MARKET
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY TOTAL MARKET
SULA,SULAEQN,Sula Vineyards Limited,INE142Q01026,NIFTY TOTAL MARKET
KPRMILL,KPRMILLEQN,K.P.R. Mill Limited,INE930H01031,NIFTY TOTAL MARKET
EMUDHRA,EMUDHRAEQN,eMudhra Limited,INE01QM01018,NIFTY TOTAL MARKET
ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010,NIFTY TOTAL MARKET
IFCI,IFCIEQN,IFCI Limited,INE039A07835,NIFTY TOTAL MARKET
ROSSARI,ROSSARIEQN,Rossari Biotech Limited,INE02A801020,NIFTY TOTAL MARKET
BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016,NIFTY TOTAL MARKET
MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035,NIFTY TOTAL MARKET
MANINFRA,MANINFRAEQN,Man Infraconstruction Limited,INE949H01023,NIFTY TOTAL MARKET
SUPRAJIT,SUPRAJITEQN,Suprajit Engineering Limited,INE399C01030,NIFTY TOTAL MARKET
AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020,NIFTY TOTAL MARKET
CENTRALBK,CENTRALBKEQN,Central Bank of India,INE483A01010,NIFTY TOTAL MARKET
SAMHI,SAMHIEQN,Samhi Hotels Limited,INE08U801020,NIFTY TOTAL MARKET
SUNDRMFAST,SUNDRMFASTEQN,Sundram Fasteners Limited,INE387A01021,NIFTY TOTAL MARKET
NAM-INDIA,NAM-INDIAEQN,Nippon Life India Asset Management Limited,INE298J01013,NIFTY TOTAL MARKET
NUCLEUS,NUCLEUSEQN,Nucleus Software Exports Limited,INE096B01018,NIFTY TOTAL MARKET
AARTIDRUGS,AARTIDRUGSEQN,Aarti Drugs Limited,INE767A01016,NIFTY TOTAL MARKET
GRSE,GRSEEQN,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,NIFTY TOTAL MARKET
GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023,NIFTY TOTAL MARKET
ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017,NIFTY TOTAL MARKET
DBL,DBLEQN,Dilip Buildcon Limited,INE917M01012,NIFTY TOTAL MARKET
IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY TOTAL MARKET
METROBRAND,METROBRANDEQN,Metro Brands Limited,INE317I01021,NIFTY TOTAL MARKET
ANANDRATHI,ANANDRATHIEQN,Anand Rathi Wealth Limited,INE463V01026,NIFTY TOTAL MARKET
POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021,NIFTY TOTAL MARKET
USHAMART,USHAMARTEQN,Usha Martin Limited,INE228A01035,NIFTY TOTAL MARKET
SANDUMA,SANDUMAEQN,Sandur Manganese & Iron Ores Limited,INE149K01016,NIFTY TOTAL MARKET
HGINFRA,HGINFRAEQN,H.G. Infra Engineering Limited,INE926X01010,NIFTY TOTAL MARKET
LODHA,LODHAEQN,Macrotech Developers Limited,INE670K01029,NIFTY TOTAL MARKET
RBA,RBAEQN,Restaurant Brands Asia Limited,INE07T201019,NIFTY TOTAL MARKET
PARAS,PARASBEN,Paras Defence and Space Technologies Limited,INE045601015,NIFTY TOTAL MARKET
HERITGFOOD,HERITGFOODEQN,Heritage Foods Limited,INE978A01027,NIFTY TOTAL MARKET
KPIGREEN,KPIGREENBEN,KPI Green Energy Limited,INE542W01025,NIFTY TOTAL MARKET
OIL,OILEQN,Oil India Limited,INE274J01014,NIFTY TOTAL MARKET
CARBORUNIV,CARBORUNIVEQN,Carborundum Universal Limited,INE120A01034,NIFTY TOTAL MARKET
DISHTV,DISHTVEQN,Dish TV India Limited,INE836F01026,NIFTY TOTAL MARKET
ALKYLAMINE,ALKYLAMINEEQN,Alkyl Amines Chemicals Limited,INE150B01039,NIFTY TOTAL MARKET
TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY TOTAL MARKET
GLAXO,GLAXOEQN,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,NIFTY TOTAL MARKET
ZEEL,ZEELEQN,Zee Entertainment Enterprises Limited,INE256A04022,NIFTY TOTAL MARKET
DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025,NIFTY TOTAL MARKET
NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014,NIFTY TOTAL MARKET
MAHLIFE,MAHLIFEEQN,Mahindra Lifespace Developers Limited,INE813A01018,NIFTY TOTAL MARKET
SPANDANA,SPANDANAEQN,Spandana Sphoorty Financial Limited,INE572J01011,NIFTY TOTAL MARKET
NUVOCO,NUVOCOEQN,Nuvoco Vistas Corporation Limited,INE118D01016,NIFTY TOTAL MARKET
SANGHIIND,SANGHIINDEQN,Sanghi Industries Limited,INE999B01013,NIFTY TOTAL MARKET
ITI,ITIEQN,ITI Limited,INE248A01017,NIFTY TOTAL MARKET
ZYDUSWELL,ZYDUSWELLEQN,Zydus Wellness Limited,INE768C01010,NIFTY TOTAL MARKET
EPL,EPLEQN,EPL Limited,INE255A01020,NIFTY TOTAL MARKET
SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018,NIFTY TOTAL MARKET
ACI,ACIEQN,Archean Chemical Industries Limited,INE128X01021,NIFTY TOTAL MARKET
STARCEMENT,STARCEMENTEQN,Star Cement Limited,INE460H01021,NIFTY TOTAL MARKET
TMB,TMBEQN,Tamilnad Mercantile Bank Limited,INE668A01016,NIFTY TOTAL MARKET
GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030,NIFTY TOTAL MARKET
ASTRAZEN,ASTRAZENEQN,AstraZeneca Pharma India Limited,INE203A07019,NIFTY TOTAL MARKET
GALAXYSURF,GALAXYSURFEQN,Galaxy Surfactants Limited,INE600K01018,NIFTY TOTAL MARKET
NOCIL,NOCILEQN,NOCIL Limited,INE163A01018,NIFTY TOTAL MARKET
GRWRHITECH,GRWRHITECHEQN,Garware Hi-Tech Films Limited,INE291A01017,NIFTY TOTAL MARKET
RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027,NIFTY TOTAL MARKET
SAREGAMA,SAREGAMAEQN,Saregama India Limited,INE979A01025,NIFTY TOTAL MARKET
SOLARINDS,SOLARINDSEQN,Solar Industries India Limited,INE343H01029,NIFTY TOTAL MARKET
EMAMILTD,EMAMILTDEQN,Emami Limited,INE548C01032,NIFTY TOTAL MARKET
MSUMI,MSUMIEQN,Motherson Sumi Wiring India Limited,INE0FS801015,NIFTY TOTAL MARKET
DHANUKA,DHANUKAEQN,Dhanuka Agritech Limited,INE435G01025,NIFTY TOTAL MARKET
CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017,NIFTY TOTAL MARKET
DATAPATTNS,DATAPATTNSEQN,Data Patterns (India) Limited,INE0IX101010,NIFTY TOTAL MARKET
FUSION,FUSIONEQN,Fusion Micro Finance Limited,INE139R01012,NIFTY TOTAL MARKET
FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024,NIFTY TOTAL MARKET
MAITHANALL,MAITHANALLEQN,Maithan Alloys Limited,INE683C01011,NIFTY TOTAL MARKET
TEAMLEASE,TEAMLEASEEQN,Teamlease Services Limited,INE985S01024,NIFTY TOTAL MARKET
AARTIPHARM,AARTIPHARMEQN,Aarti Pharmalabs Limited,INE0LRU01027,NIFTY TOTAL MARKET
GSFC,GSFCEQN,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,NIFTY TOTAL MARKET
JUNIPER,JUNIPEREQN,Juniper Hotels Limited,INE696F01016,NIFTY TOTAL MARKET
GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010,NIFTY TOTAL MARKET
PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011,NIFTY TOTAL MARKET
