,Symbol,Identifier,Company,ISIN,Sector
4606,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4607,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4608,KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4609,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4610,JUBLFOOD,JUBLFOODEQN,Jubilant Foodworks Limited,INE797F01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4611,GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4612,WESTLIFE,WESTLIFEEQN,WESTLIFE FOODWORLD LIMITED,INE274F01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4613,GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4614,JKCEMENT,JKCEMENTEQN,JK Cement Limited,INE823G01014,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4615,LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4616,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4617,KEC,KECEQN,KEC International Limited,INE389H01022,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4618,CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4619,CESC,CESCEQN,CESC Limited,INE486A01021,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4620,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4621,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4622,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4623,SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4624,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4625,ROUTE,ROUTEEQN,ROUTE MOBILE LIMITED,INE450U01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4626,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY DIVIDEND OPPORTUNITIES 50
4627,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018,NIFTY DIVIDEND OPPORTUNITIES 50
4628,PEL,PELEQN,Piramal Enterprises Limited,INE140A01024,NIFTY DIVIDEND OPPORTUNITIES 50
4629,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784,NIFTY DIVIDEND OPPORTUNITIES 50
4630,VEDL,VEDLEQN,Vedanta Limited,INE205A01025,NIFTY DIVIDEND OPPORTUNITIES 50
4631,NMDC,NMDCEQN,NMDC Limited,INE584A01023,NIFTY DIVIDEND OPPORTUNITIES 50
4632,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011,NIFTY DIVIDEND OPPORTUNITIES 50
4633,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY DIVIDEND OPPORTUNITIES 50
4634,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY DIVIDEND OPPORTUNITIES 50
4635,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY DIVIDEND OPPORTUNITIES 50
4636,INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY DIVIDEND OPPORTUNITIES 50
4637,LICHSGFIN,LICHSGFINEQN,LIC Housing Finance Limited,INE115A01026,NIFTY DIVIDEND OPPORTUNITIES 50
4638,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034,NIFTY DIVIDEND OPPORTUNITIES 50
4639,BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY DIVIDEND OPPORTUNITIES 50
4640,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY DIVIDEND OPPORTUNITIES 50
4641,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY DIVIDEND OPPORTUNITIES 50
4642,NHPC,NHPCEQN,NHPC Limited,INE848E07542,NIFTY DIVIDEND OPPORTUNITIES 50
4643,ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY DIVIDEND OPPORTUNITIES 50
4644,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY DIVIDEND OPPORTUNITIES 50
4645,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY DIVIDEND OPPORTUNITIES 50
4646,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014,NIFTY DIVIDEND OPPORTUNITIES 50
4647,BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039,NIFTY DIVIDEND OPPORTUNITIES 50
4648,INDIANB,INDIANBEQN,Indian Bank,INE562A01011,NIFTY DIVIDEND OPPORTUNITIES 50
4649,CANBK,CANBKEQN,Canara Bank,INE476A01022,NIFTY DIVIDEND OPPORTUNITIES 50
4650,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY DIVIDEND OPPORTUNITIES 50
4651,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY DIVIDEND OPPORTUNITIES 50
4652,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY DIVIDEND OPPORTUNITIES 50
4653,IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY DIVIDEND OPPORTUNITIES 50
4654,M&MFIN,M&MFINEQN,Mahindra & Mahindra Financial Services Limited,INE774D08MG3,NIFTY DIVIDEND OPPORTUNITIES 50
4655,SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY DIVIDEND OPPORTUNITIES 50
4656,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY DIVIDEND OPPORTUNITIES 50
4657,IDFC,IDFCEQN,IDFC Limited,INE043D07AE5,NIFTY DIVIDEND OPPORTUNITIES 50
4658,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY DIVIDEND OPPORTUNITIES 50
4659,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019,NIFTY DIVIDEND OPPORTUNITIES 50
4660,HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025,NIFTY DIVIDEND OPPORTUNITIES 50
4661,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY DIVIDEND OPPORTUNITIES 50
4662,UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016,NIFTY DIVIDEND OPPORTUNITIES 50
4663,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY DIVIDEND OPPORTUNITIES 50
4664,BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016,NIFTY DIVIDEND OPPORTUNITIES 50
4665,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY DIVIDEND OPPORTUNITIES 50
4666,IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561,NIFTY DIVIDEND OPPORTUNITIES 50
4667,ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013,NIFTY DIVIDEND OPPORTUNITIES 50
4668,OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027,NIFTY DIVIDEND OPPORTUNITIES 50
4669,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY DIVIDEND OPPORTUNITIES 50
4670,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY DIVIDEND OPPORTUNITIES 50
4671,BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY DIVIDEND OPPORTUNITIES 50
4672,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY DIVIDEND OPPORTUNITIES 50
4673,OIL,OILEQN,Oil India Limited,INE274J01014,NIFTY DIVIDEND OPPORTUNITIES 50
4674,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY DIVIDEND OPPORTUNITIES 50
4675,CYIENT,CYIENTEQN,Cyient Limited,INE136B01020,NIFTY DIVIDEND OPPORTUNITIES 50
4676,WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY50 VALUE 20
4677,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY50 VALUE 20
4678,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY50 VALUE 20
4679,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY50 VALUE 20
4680,INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY50 VALUE 20
4681,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY50 VALUE 20
4682,ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY50 VALUE 20
4683,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY50 VALUE 20
4684,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012,NIFTY50 VALUE 20
4685,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY50 VALUE 20
4686,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY50 VALUE 20
4687,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY50 VALUE 20
4688,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY50 VALUE 20
4689,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY50 VALUE 20
4690,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY50 VALUE 20
4691,SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY50 VALUE 20
4692,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY50 VALUE 20
4693,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY50 VALUE 20
4694,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY50 VALUE 20
4695,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY50 VALUE 20
4696,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY100 QUALITY 30
4697,WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY100 QUALITY 30
4698,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY100 QUALITY 30
4699,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY100 QUALITY 30
4700,INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY100 QUALITY 30
4701,BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY100 QUALITY 30
4702,ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY100 QUALITY 30
4703,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY100 QUALITY 30
4704,ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY100 QUALITY 30
4705,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY100 QUALITY 30
4706,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY100 QUALITY 30
4707,BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY100 QUALITY 30
4708,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY100 QUALITY 30
4709,ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY100 QUALITY 30
4710,HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY100 QUALITY 30
4711,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY100 QUALITY 30
4712,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NIFTY100 QUALITY 30
4713,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY100 QUALITY 30
4714,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY100 QUALITY 30
4715,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY100 QUALITY 30
4716,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034,NIFTY100 QUALITY 30
4717,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY100 QUALITY 30
4718,MARICO,MARICOEQN,Marico Limited,INE196A01026,NIFTY100 QUALITY 30
4719,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY100 QUALITY 30
4720,DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY100 QUALITY 30
4721,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY100 QUALITY 30
4722,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY100 QUALITY 30
4723,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY100 QUALITY 30
4724,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY100 QUALITY 30
4725,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY100 QUALITY 30
4726,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY50 EQUAL WEIGHT
4727,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY50 EQUAL WEIGHT
4728,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY50 EQUAL WEIGHT
4729,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY50 EQUAL WEIGHT
4730,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY50 EQUAL WEIGHT
4731,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY50 EQUAL WEIGHT
4732,WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY50 EQUAL WEIGHT
4733,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY50 EQUAL WEIGHT
4734,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024,NIFTY50 EQUAL WEIGHT
4735,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY50 EQUAL WEIGHT
4736,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY50 EQUAL WEIGHT
4737,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY50 EQUAL WEIGHT
4738,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY50 EQUAL WEIGHT
4739,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY50 EQUAL WEIGHT
4740,INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY50 EQUAL WEIGHT
4741,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014,NIFTY50 EQUAL WEIGHT
4742,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY50 EQUAL WEIGHT
4743,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY50 EQUAL WEIGHT
4744,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY50 EQUAL WEIGHT
4745,ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY50 EQUAL WEIGHT
4746,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY50 EQUAL WEIGHT
4747,TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY50 EQUAL WEIGHT
4748,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY50 EQUAL WEIGHT
4749,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011,NIFTY50 EQUAL WEIGHT
4750,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY50 EQUAL WEIGHT
4751,LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY50 EQUAL WEIGHT
4752,KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028,NIFTY50 EQUAL WEIGHT
4753,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY50 EQUAL WEIGHT
4754,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012,NIFTY50 EQUAL WEIGHT
4755,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY50 EQUAL WEIGHT
4756,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY50 EQUAL WEIGHT
4757,ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY50 EQUAL WEIGHT
4758,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY50 EQUAL WEIGHT
4759,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY50 EQUAL WEIGHT
4760,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY50 EQUAL WEIGHT
4761,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY50 EQUAL WEIGHT
4762,SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY50 EQUAL WEIGHT
4763,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY50 EQUAL WEIGHT
4764,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY50 EQUAL WEIGHT
4765,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY50 EQUAL WEIGHT
4766,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY50 EQUAL WEIGHT
4767,BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026,NIFTY50 EQUAL WEIGHT
4768,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY50 EQUAL WEIGHT
4769,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY50 EQUAL WEIGHT
4770,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NIFTY50 EQUAL WEIGHT
4771,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY50 EQUAL WEIGHT
4772,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034,NIFTY50 EQUAL WEIGHT
4773,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY50 EQUAL WEIGHT
4774,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY50 EQUAL WEIGHT
4775,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY50 EQUAL WEIGHT
4776,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY100 EQUAL WEIGHT
4777,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY100 EQUAL WEIGHT
4778,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY100 EQUAL WEIGHT
4779,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY100 EQUAL WEIGHT
4780,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY100 EQUAL WEIGHT
4781,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY100 EQUAL WEIGHT
4782,VEDL,VEDLEQN,Vedanta Limited,INE205A01025,NIFTY100 EQUAL WEIGHT
4783,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030,NIFTY100 EQUAL WEIGHT
4784,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY100 EQUAL WEIGHT
4785,CHOLAFIN,CHOLAFINEQN,Cholamandalam Investment and Finance Company Limited,INE121A13011,NIFTY100 EQUAL WEIGHT
4786,WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY100 EQUAL WEIGHT
4787,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY100 EQUAL WEIGHT
4788,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024,NIFTY100 EQUAL WEIGHT
4789,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY100 EQUAL WEIGHT
4790,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY100 EQUAL WEIGHT
4791,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY100 EQUAL WEIGHT
4792,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY100 EQUAL WEIGHT
4793,ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019,NIFTY100 EQUAL WEIGHT
4794,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY100 EQUAL WEIGHT
4795,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY100 EQUAL WEIGHT
4796,INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY100 EQUAL WEIGHT
4797,BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY100 EQUAL WEIGHT
4798,ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY100 EQUAL WEIGHT
4799,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014,NIFTY100 EQUAL WEIGHT
4800,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY100 EQUAL WEIGHT
4801,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY100 EQUAL WEIGHT
4802,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024,NIFTY100 EQUAL WEIGHT
4803,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015,NIFTY100 EQUAL WEIGHT
4804,ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011,NIFTY100 EQUAL WEIGHT
4805,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY100 EQUAL WEIGHT
4806,LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017,NIFTY100 EQUAL WEIGHT
4807,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY100 EQUAL WEIGHT
4808,SRF,SRFEQN,SRF Limited,INE647A01010,NIFTY100 EQUAL WEIGHT
4809,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY100 EQUAL WEIGHT
4810,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035,NIFTY100 EQUAL WEIGHT
4811,ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY100 EQUAL WEIGHT
4812,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023,NIFTY100 EQUAL WEIGHT
4813,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY100 EQUAL WEIGHT
4814,TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY100 EQUAL WEIGHT
4815,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY100 EQUAL WEIGHT
4816,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011,NIFTY100 EQUAL WEIGHT
4817,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY100 EQUAL WEIGHT
4818,LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY100 EQUAL WEIGHT
4819,TATAMTRDVR,TATAMTRDVREQN,Tata Motors Limited,IN9155A01020,NIFTY100 EQUAL WEIGHT
4820,KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028,NIFTY100 EQUAL WEIGHT
4821,BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY100 EQUAL WEIGHT
4822,DLF,DLFEQN,DLF Limited,INE271C01023,NIFTY100 EQUAL WEIGHT
4823,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY100 EQUAL WEIGHT
4824,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012,NIFTY100 EQUAL WEIGHT
4825,PNB,PNBEQN,Punjab National Bank,INE160A01022,NIFTY100 EQUAL WEIGHT
4826,BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039,NIFTY100 EQUAL WEIGHT
4827,CANBK,CANBKEQN,Canara Bank,INE476A01022,NIFTY100 EQUAL WEIGHT
4828,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY100 EQUAL WEIGHT
4829,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY100 EQUAL WEIGHT
4830,ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY100 EQUAL WEIGHT
4831,HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY100 EQUAL WEIGHT
4832,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY100 EQUAL WEIGHT
4833,VBL,VBLEQN,Varun Beverages Limited,INE200M01021,NIFTY100 EQUAL WEIGHT
4834,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY100 EQUAL WEIGHT
4835,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY100 EQUAL WEIGHT
4836,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY100 EQUAL WEIGHT
4837,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024,NIFTY100 EQUAL WEIGHT
4838,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NIFTY100 EQUAL WEIGHT
4839,SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY100 EQUAL WEIGHT
4840,TRENT,TRENTEQN,Trent Limited,INE849A13017,NIFTY100 EQUAL WEIGHT
4841,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY100 EQUAL WEIGHT
4842,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024,NIFTY100 EQUAL WEIGHT
4843,INDIGO,INDIGOEQN,InterGlobe Aviation Limited,INE646L01027,NIFTY100 EQUAL WEIGHT
