,Symbol,Identifier,Company,ISIN,Sector
2929,IIFL,IIFLEQN,IIFL Finance Limited,INE530B07138,NIFTY TOTAL MARKET
2930,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY TOTAL MARKET
2931,RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028,NIFTY TOTAL MARKET
2932,SUNFLAG,SUNFLAGEQN,Sunflag Iron And Steel Company Limited,INE947A01014,NIFTY TOTAL MARKET
2933,GPIL,GPILEQN,Godawari Power And Ispat limited,INE177H01021,NIFTY TOTAL MARKET
2934,ZYDUSWELL,ZYDUSWELLEQN,Zydus Wellness Limited,INE768C01010,NIFTY TOTAL MARKET
2935,JUSTDIAL,JUSTDIALEQN,Just Dial Limited,INE599M01018,NIFTY TOTAL MARKET
2936,ANANDRATHI,ANANDRATHIEQN,Anand Rathi Wealth Limited,INE463V01026,NIFTY TOTAL MARKET
2937,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031,NIFTY TOTAL MARKET
2938,FINEORG,FINEORGEQN,Fine Organic Industries Limited,INE686Y01026,NIFTY TOTAL MARKET
2939,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY TOTAL MARKET
2940,BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY TOTAL MARKET
2941,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014,NIFTY TOTAL MARKET
2942,LLOYDSENGG,LLOYDSENGGEQN,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NIFTY TOTAL MARKET
2943,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY TOTAL MARKET
2944,KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014,NIFTY TOTAL MARKET
2945,FIEMIND,FIEMINDEQN,Fiem Industries Limited,INE737H01014,NIFTY TOTAL MARKET
2946,RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030,NIFTY TOTAL MARKET
2947,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029,NIFTY TOTAL MARKET
2948,HINDZINC,HINDZINCEQN,Hindustan Zinc Limited,INE267A01025,NIFTY TOTAL MARKET
2949,GANESHHOUC,GANESHHOUCEQN,Ganesh Housing Corporation Limited,INE460C01014,NIFTY TOTAL MARKET
2950,CRISIL,CRISILEQN,CRISIL Limited,INE007A01025,NIFTY TOTAL MARKET
2951,NAZARA,NAZARAEQN,Nazara Technologies Limited,INE418L01021,NIFTY TOTAL MARKET
2952,SCI,SCIEQN,Shipping Corporation Of India Limited,INE109A01011,NIFTY TOTAL MARKET
2953,JUBLPHARMA,JUBLPHARMAEQN,Jubilant Pharmova Limited,INE700A01033,NIFTY TOTAL MARKET
2954,GUFICBIO,GUFICBIOEQN,Gufic Biosciences Limited,INE742B01025,NIFTY TOTAL MARKET
2955,RITES,RITESEQN,RITES Limited,INE320J01015,NIFTY TOTAL MARKET
2956,POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021,NIFTY TOTAL MARKET
2957,MHRIL,MHRILEQN,Mahindra Holidays & Resorts India Limited,INE998I01010,NIFTY TOTAL MARKET
2958,REDTAPE,REDTAPEEQN,Redtape Limited,INE0LXT01019,NIFTY TOTAL MARKET
2959,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018,NIFTY TOTAL MARKET
2960,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY TOTAL MARKET
2961,SANDUMA,SANDUMAEQN,Sandur Manganese & Iron Ores Limited,INE149K01016,NIFTY TOTAL MARKET
2962,VENKEYS,VENKEYSEQN,Venky's (India) Limited,INE398A01010,NIFTY TOTAL MARKET
2963,AETHER,AETHEREQN,Aether Industries Limited,INE0BWX01014,NIFTY TOTAL MARKET
2964,SUNDARMFIN,SUNDARMFINEQN,Sundaram Finance Limited,INE660A01013,NIFTY TOTAL MARKET
2965,CHOICEIN,CHOICEINEQN,Choice International Limited,INE102B01014,NIFTY TOTAL MARKET
2966,AVANTIFEED,AVANTIFEEDEQN,Avanti Feeds Limited,INE871C01038,NIFTY TOTAL MARKET
2967,SHAREINDIA,SHAREINDIAEQN,Share India Securities Limited,INE932X13013,NIFTY TOTAL MARKET
2968,LTFOODS,LTFOODSEQN,LT Foods Limited,INE818H01020,NIFTY TOTAL MARKET
2969,OIL,OILEQN,Oil India Limited,INE274J01014,NIFTY TOTAL MARKET
2970,EPL,EPLEQN,EPL Limited,INE255A01020,NIFTY TOTAL MARKET
2971,PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011,NIFTY TOTAL MARKET
2972,NUCLEUS,NUCLEUSEQN,Nucleus Software Exports Limited,INE096B01018,NIFTY TOTAL MARKET
2973,EPIGRAL,EPIGRALEQN,Epigral Limited,INE071N01016,NIFTY TOTAL MARKET
2974,KSCL,KSCLEQN,Kaveri Seed Company Limited,INE455I01029,NIFTY TOTAL MARKET
2975,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010,NIFTY TOTAL MARKET
2976,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011,NIFTY TOTAL MARKET
2977,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010,NIFTY TOTAL MARKET
2978,MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035,NIFTY TOTAL MARKET
2979,KNRCON,KNRCONEQN,KNR Constructions Limited,INE634I01029,NIFTY TOTAL MARKET
2980,RAILTEL,RAILTELEQN,Railtel Corporation Of India Limited,INE0DD101019,NIFTY TOTAL MARKET
2981,SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016,NIFTY TOTAL MARKET
2982,VGUARD,VGUARDEQN,V-Guard Industries Limited,INE951I01027,NIFTY TOTAL MARKET
2983,GMDCLTD,GMDCLTDEQN,Gujarat Mineral Development Corporation Limited,INE131A01031,NIFTY TOTAL MARKET
2984,HMAAGRO,HMAAGROEQN,HMA Agro Industries Limited,INE0ECP01024,NIFTY TOTAL MARKET
2985,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025,NIFTY TOTAL MARKET
2986,GOKEX,GOKEXEQN,Gokaldas Exports Limited,INE887G01027,NIFTY TOTAL MARKET
2987,UJJIVANSFB,UJJIVANSFBEQN,Ujjivan Small Finance Bank Limited,INE551W01018,NIFTY TOTAL MARKET
2988,KTKBANK,KTKBANKEQN,The Karnataka Bank Limited,INE614B01018,NIFTY TOTAL MARKET
2989,SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01012,NIFTY TOTAL MARKET
2990,JWL,JWLEQN,Jupiter Wagons Limited,INE209L01016,NIFTY TOTAL MARKET
2991,MAPMYINDIA,MAPMYINDIAEQN,C.E. Info Systems Limited,INE0BV301023,NIFTY TOTAL MARKET
2992,CHENNPETRO,CHENNPETROEQN,Chennai Petroleum Corporation Limited,INE178A01016,NIFTY TOTAL MARKET
2993,DEVYANI,DEVYANIEQN,Devyani International Limited,INE872J01023,NIFTY TOTAL MARKET
2994,UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024,NIFTY TOTAL MARKET
2995,IFCI,IFCIEQN,IFCI Limited,INE039A07835,NIFTY TOTAL MARKET
2996,DCBBANK,DCBBANKEQN,DCB Bank Limited,INE503A01015,NIFTY TOTAL MARKET
2997,TDPOWERSYS,TDPOWERSYSEQN,TD Power Systems Limited,INE419M01027,NIFTY TOTAL MARKET
2998,GRSE,GRSEEQN,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,NIFTY TOTAL MARKET
2999,POWERINDIA,POWERINDIAEQN,Hitachi Energy India Limited,INE07Y701011,NIFTY TOTAL MARKET
3000,EQUITASBNK,EQUITASBNKEQN,Equitas Small Finance Bank Limited,INE063P01018,NIFTY TOTAL MARKET
3001,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011,NIFTY TOTAL MARKET
3002,IRCON,IRCONEQN,Ircon International Limited,INE962Y01021,NIFTY TOTAL MARKET
3003,POWERMECH,POWERMECHEQN,Power Mech Projects Limited,INE211R01019,NIFTY TOTAL MARKET
3004,PGEL,PGELEQN,PG Electroplast Limited,INE457L01029,NIFTY TOTAL MARKET
3005,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY TOTAL MARKET
3006,HGINFRA,HGINFRAEQN,H.G. Infra Engineering Limited,INE926X01010,NIFTY TOTAL MARKET
3007,AAVAS,AAVASEQN,Aavas Financiers Limited,INE216P01012,NIFTY TOTAL MARKET
3008,DODLA,DODLAEQN,Dodla Dairy Limited,INE021O01019,NIFTY TOTAL MARKET
3009,INDIAGLYCO,INDIAGLYCOEQN,India Glycols Limited,INE560A01015,NIFTY TOTAL MARKET
3010,MEDPLUS,MEDPLUSEQN,Medplus Health Services Limited,INE804L01022,NIFTY TOTAL MARKET
3011,GLS,GLSEQN,Glenmark Life Sciences Limited,INE03Q201024,NIFTY TOTAL MARKET
3012,TI,TIEQN,Tilaknagar Industries Limited,INE133E01013,NIFTY TOTAL MARKET
3013,DATAPATTNS,DATAPATTNSEQN,Data Patterns (India) Limited,INE0IX101010,NIFTY TOTAL MARKET
3014,GLOBUSSPR,GLOBUSSPREQN,Globus Spirits Limited,INE615I01010,NIFTY TOTAL MARKET
3015,TTML,TTMLEQN,Tata Teleservices (Maharashtra) Limited,INE517B01013,NIFTY TOTAL MARKET
3016,SOBHA,SOBHAEQN,Sobha Limited,INE671H01015,NIFTY TOTAL MARKET
3017,ORISSAMINE,ORISSAMINEEQN,The Orissa Minerals Development Company Limited,INE725E01024,NIFTY TOTAL MARKET
3018,HERITGFOOD,HERITGFOODEQN,Heritage Foods Limited,INE978A01027,NIFTY TOTAL MARKET
3019,UBL,UBLEQN,United Breweries Limited,INE686F01025,NIFTY TOTAL MARKET
3020,FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029,NIFTY TOTAL MARKET
3021,RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027,NIFTY TOTAL MARKET
3022,MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028,NIFTY TOTAL MARKET
3023,RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023,NIFTY TOTAL MARKET
3024,CONFIPET,CONFIPETEQN,Confidence Petroleum India Limited,INE552D01024,NIFTY TOTAL MARKET
3025,ROUTE,ROUTEEQN,ROUTE MOBILE LIMITED,INE450U01017,NIFTY TOTAL MARKET
3026,BASF,BASFEQN,BASF India Limited,INE373A01013,NIFTY TOTAL MARKET
3027,JTLIND,JTLINDEQN,JTL INDUSTRIES LIMITED,INE391J01024,NIFTY TOTAL MARKET
3028,CYIENT,CYIENTEQN,Cyient Limited,INE136B01020,NIFTY TOTAL MARKET
3029,MMTC,MMTCEQN,MMTC Limited,INE123F01029,NIFTY TOTAL MARKET
3030,BANCOINDIA,BANCOINDIAEQN,Banco Products (I) Limited,INE213C01025,NIFTY MICROCAP 250
3031,INFIBEAM,INFIBEAMEQN,Infibeam Avenues Limited,INE483S01020,NIFTY MICROCAP 250
3032,PDSL,PDSLEQN,PDS Limited,INE111Q01021,NIFTY MICROCAP 250
3033,IONEXCHANG,IONEXCHANGEQN,ION Exchange (India) Limited,INE570A01022,NIFTY MICROCAP 250
3034,IFBIND,IFBINDEQN,IFB Industries Limited,INE559A01017,NIFTY MICROCAP 250
3035,BEPL,BEPLEQN,Bhansali Engineering Polymers Limited,INE922A01025,NIFTY MICROCAP 250
3036,ZENTEC,ZENTECEQN,Zen Technologies Limited,INE251B01027,NIFTY MICROCAP 250
3037,TARC,TARCBEN,Anant Raj Global Limited,INE0EK901012,NIFTY MICROCAP 250
3038,SINDHUTRAD,SINDHUTRADEQN,Sindhu Trade Links Limited,INE325D01025,NIFTY MICROCAP 250
3039,PURVA,PURVABEN,Puravankara Limited,INE323I01011,NIFTY MICROCAP 250
3040,NAVA,NAVAEQN,NAVA LIMITED,INE725A01022,NIFTY MICROCAP 250
3041,JPASSOCIAT,JPASSOCIATBEN,Jaiprakash Associates Limited,INE455F01025,NIFTY MICROCAP 250
3042,KPIGREEN,KPIGREENBEN,KPI Green Energy Limited,INE542W01025,NIFTY MICROCAP 250
3043,ORIENTCEM,ORIENTCEMEQN,Orient Cement Limited,INE876N01018,NIFTY MICROCAP 250
3044,JPPOWER,JPPOWEREQN,Jaiprakash Power Ventures Limited,INE351F01018,NIFTY MICROCAP 250
3045,MAHLOG,MAHLOGEQN,Mahindra Logistics Limited,INE766P01016,NIFTY MICROCAP 250
3046,IDEAFORGE,IDEAFORGEEQN,Ideaforge Technology Limited,INE349Y01013,NIFTY MICROCAP 250
3047,ANANTRAJ,ANANTRAJEQN,Anant Raj Limited,INE242C01024,NIFTY MICROCAP 250
3048,SAMHI,SAMHIEQN,Samhi Hotels Limited,INE08U801020,NIFTY MICROCAP 250
3049,CAMLINFINE,CAMLINFINEEQN,Camlin Fine Sciences Limited,INE052I01032,NIFTY MICROCAP 250
3050,MANINFRA,MANINFRAEQN,Man Infraconstruction Limited,INE949H01023,NIFTY MICROCAP 250
3051,HCC,HCCEQN,Hindustan Construction Company Limited,INE549A01026,NIFTY MICROCAP 250
3052,EMIL,EMILEQN,Electronics Mart India Limited,INE02YR01019,NIFTY MICROCAP 250
3053,PARAS,PARASBEN,Paras Defence and Space Technologies Limited,INE045601015,NIFTY MICROCAP 250
3054,ETHOSLTD,ETHOSLTDEQN,Ethos Limited,INE04TZ01018,NIFTY MICROCAP 250
3055,VSTTILLERS,VSTTILLERSEQN,V.S.T Tillers Tractors Limited,INE764D01017,NIFTY MICROCAP 250
3056,IIFLSEC,IIFLSECEQN,IIFL Securities Limited,INE489L01022,NIFTY MICROCAP 250
3057,YATHARTH,YATHARTHEQN,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,NIFTY MICROCAP 250
3058,STAR,STAREQN,Strides Pharma Science Limited,INE939A01011,NIFTY MICROCAP 250
3059,TEAMLEASE,TEAMLEASEEQN,Teamlease Services Limited,INE985S01024,NIFTY MICROCAP 250
3060,ARVINDFASN,ARVINDFASNEQN,Arvind Fashions Limited,INE955V01021,NIFTY MICROCAP 250
3061,TVSHLTD,TVSHLTDEQN,TVS Holdings Limited,INE105A04013,NIFTY MICROCAP 250
3062,VOLTAMP,VOLTAMPEQN,Voltamp Transformers Limited,INE540H01012,NIFTY MICROCAP 250
3063,GOCOLORS,GOCOLORSEQN,Go Fashion (India) Limited,INE0BJS01011,NIFTY MICROCAP 250
3064,WELENT,WELENTEQN,Welspun Enterprises Limited,INE625G01013,NIFTY MICROCAP 250
3065,HLEGLAS,HLEGLASEQN,HLE Glascoat Limited,INE461D01028,NIFTY MICROCAP 250
3066,DATAMATICS,DATAMATICSEQN,Datamatics Global Services Limited,INE365B01017,NIFTY MICROCAP 250
3067,SANGHIIND,SANGHIINDEQN,Sanghi Industries Limited,INE999B01013,NIFTY MICROCAP 250
3068,JINDWORLD,JINDWORLDEQN,Jindal Worldwide Limited,INE247D01039,NIFTY MICROCAP 250
3069,EMBDL,EMBDLEQN,Equinox India Developments Limited,INE069I01010,NIFTY MICROCAP 250
3070,JSWHL,JSWHLEQN,JSW Holdings Limited,INE824G01012,NIFTY MICROCAP 250
3071,GULFOILLUB,GULFOILLUBEQN,Gulf Oil Lubricants India Limited,INE635Q01029,NIFTY MICROCAP 250
3072,NOCIL,NOCILEQN,NOCIL Limited,INE163A01018,NIFTY MICROCAP 250
3073,JTEKTINDIA,JTEKTINDIAEQN,Jtekt India Limited,INE643A01035,NIFTY MICROCAP 250
3074,ROSSARI,ROSSARIEQN,Rossari Biotech Limited,INE02A801020,NIFTY MICROCAP 250
3075,AGI,AGIEQN,AGI Greenpac Limited,INE415A01038,NIFTY MICROCAP 250
3076,AARTIPHARM,AARTIPHARMEQN,Aarti Pharmalabs Limited,INE0LRU01027,NIFTY MICROCAP 250
3077,KRSNAA,KRSNAAEQN,Krsnaa Diagnostics Limited,INE08LI01020,NIFTY MICROCAP 250
3078,HINDOILEXP,HINDOILEXPEQN,Hindustan Oil Exploration Company Limited,INE345A01011,NIFTY MICROCAP 250
3079,MIDHANI,MIDHANIEQN,Mishra Dhatu Nigam Limited,INE099Z01011,NIFTY MICROCAP 250
3080,EMUDHRA,EMUDHRAEQN,eMudhra Limited,INE01QM01018,NIFTY MICROCAP 250
3081,NFL,NFLEQN,National Fertilizers Limited,INE870D01012,NIFTY MICROCAP 250
3082,KESORAMIND,KESORAMINDEQN,Kesoram Industries Limited,INE087A01019,NIFTY MICROCAP 250
3083,TIMETECHNO,TIMETECHNOEQN,Time Technoplast Limited,INE508G01029,NIFTY MICROCAP 250
3084,JUNIPER,JUNIPEREQN,Juniper Hotels Limited,INE696F01016,NIFTY MICROCAP 250
3085,WONDERLA,WONDERLAEQN,Wonderla Holidays Limited,INE066O01014,NIFTY MICROCAP 250
3086,DCXINDIA,DCXINDIABEN,DCX Systems Limited,INE0KL801015,NIFTY MICROCAP 250
3087,DBCORP,DBCORPEQN,D.B.Corp Limited,INE950I01011,NIFTY MICROCAP 250
3088,JYOTICNC,JYOTICNCEQN,Jyoti CNC Automation Limited,INE980O01024,NIFTY MICROCAP 250
3089,RAIN,RAINEQN,Rain Industries Limited,INE855B01025,NIFTY MICROCAP 250
3090,GRAVITA,GRAVITAEQN,Gravita India Limited,INE024L01027,NIFTY MICROCAP 250
3091,SUNCLAY,SUNCLAYEQN,Sundaram Clayton Limited,INE0Q3R01026,NIFTY MICROCAP 250
3092,KIRLOSBROS,KIRLOSBROSEQN,Kirloskar Brothers Limited,INE732A01036,NIFTY MICROCAP 250
3093,ADVENZYMES,ADVENZYMESEQN,Advanced Enzyme Technologies Limited,INE837H01020,NIFTY MICROCAP 250
3094,LUXIND,LUXINDEQN,Lux Industries Limited,INE150G01020,NIFTY MICROCAP 250
3095,IMFA,IMFAEQN,Indian Metals & Ferro Alloys Limited,INE919H01018,NIFTY MICROCAP 250
3096,JKTYRE,JKTYREEQN,JK Tyre & Industries Limited,INE573A01042,NIFTY MICROCAP 250
3097,GREENPLY,GREENPLYEQN,Greenply Industries Limited,INE461C13017,NIFTY MICROCAP 250
3098,DEN,DENEQN,Den Networks Limited,INE947J01015,NIFTY MICROCAP 250
3099,GATEWAY,GATEWAYEQN,Gateway Distriparks Limited,INE079J01017,NIFTY MICROCAP 250
3100,ISGEC,ISGECEQN,Isgec Heavy Engineering Limited,INE858B01029,NIFTY MICROCAP 250
3101,SAGCEM,SAGCEMEQN,Sagar Cements Limited,INE229C01021,NIFTY MICROCAP 250
3102,BAJAJCON,BAJAJCONEQN,Bajaj Consumer Care Limited,INE933K01021,NIFTY MICROCAP 250
3103,JISLJALEQS,JISLJALEQSEQN,Jain Irrigation Systems Limited,INE175A01038,NIFTY MICROCAP 250
3104,NESCO,NESCOEQN,Nesco Limited,INE317F01035,NIFTY MICROCAP 250
3105,BARBEQUE,BARBEQUEEQN,Barbeque Nation Hospitality Limited,INE382M01027,NIFTY MICROCAP 250
3106,SENCO,SENCOEQN,Senco Gold Limited,INE602W01019,NIFTY MICROCAP 250
3107,EDELWEISS,EDELWEISSEQN,Edelweiss Financial Services Limited,INE532F01054,NIFTY MICROCAP 250
3108,GHCL,GHCLEQN,GHCL Limited,INE539A01019,NIFTY MICROCAP 250
3109,TIDEWATER,TIDEWATEREQN,Tide Water Oil Company (India) Limited,INE484C01030,NIFTY MICROCAP 250
3110,BAJAJHIND,BAJAJHINDEQN,Bajaj Hindusthan Sugar Limited,INE306A01021,NIFTY MICROCAP 250
3111,HIKAL,HIKALEQN,Hikal Limited,INE475B01022,NIFTY MICROCAP 250
3112,GABRIEL,GABRIELEQN,Gabriel India Limited,INE524A01029,NIFTY MICROCAP 250
3113,STYLAMIND,STYLAMINDEQN,Stylam Industries Limited,INE239C01020,NIFTY MICROCAP 250
3114,PSPPROJECT,PSPPROJECTEQN,PSP Projects Limited,INE488V01015,NIFTY MICROCAP 250
3115,TEGA,TEGAEQN,Tega Industries Limited,INE011K01018,NIFTY MICROCAP 250
3116,GREAVESCOT,GREAVESCOTEQN,Greaves Cotton Limited,INE224A01026,NIFTY MICROCAP 250
3117,PAISALO,PAISALOEQN,Paisalo Digital Limited,INE420C01059,NIFTY MICROCAP 250
3118,RESPONIND,RESPONINDEQN,Responsive Industries Limited,INE688D01026,NIFTY MICROCAP 250
3119,IPL,IPLEQN,India Pesticides Limited,INE0D6701023,NIFTY MICROCAP 250
3120,DELTACORP,DELTACORPEQN,Delta Corp Limited,INE124G01033,NIFTY MICROCAP 250
3121,ASKAUTOLTD,ASKAUTOLTDEQN,ASK Automotive Limited,INE491J01022,NIFTY MICROCAP 250
3122,AMIORG,AMIORGEQN,Ami Organics Limited,INE00FF01017,NIFTY MICROCAP 250
3123,GRWRHITECH,GRWRHITECHEQN,Garware Hi-Tech Films Limited,INE291A01017,NIFTY MICROCAP 250
3124,RELIGARE,RELIGAREEQN,Religare Enterprises Limited,INE621H01010,NIFTY MICROCAP 250
3125,BECTORFOOD,BECTORFOODEQN,Mrs. Bectors Food Specialities Limited,INE495P01012,NIFTY MICROCAP 250
3126,SSWL,SSWLEQN,Steel Strips Wheels Limited,INE802C01033,NIFTY MICROCAP 250
3127,AARTIDRUGS,AARTIDRUGSEQN,Aarti Drugs Limited,INE767A01016,NIFTY MICROCAP 250
3128,TTKPRESTIG,TTKPRESTIGEQN,TTK Prestige Limited,INE690A01028,NIFTY MICROCAP 250
3129,WABAG,WABAGEQN,VA Tech Wabag Limited,INE956G01038,NIFTY MICROCAP 250
3130,CMSINFO,CMSINFOEQN,CMS Info Systems Limited,INE925R01014,NIFTY MICROCAP 250
3131,DALMIASUG,DALMIASUGEQN,Dalmia Bharat Sugar and Industries Limited,INE495A01022,NIFTY MICROCAP 250
3132,UFLEX,UFLEXEQN,UFLEX Limited,INE516A01017,NIFTY MICROCAP 250
3133,SUDARSCHEM,SUDARSCHEMEQN,Sudarshan Chemical Industries Limited,INE659A01023,NIFTY MICROCAP 250
3134,HEMIPROP,HEMIPROPEQN,Hemisphere Properties India Limited,INE0AJG01018,NIFTY MICROCAP 250
3135,TCNSBRANDS,TCNSBRANDSEQN,TCNS Clothing Co. Limited,INE778U01029,NIFTY MICROCAP 250
3136,GALAXYSURF,GALAXYSURFEQN,Galaxy Surfactants Limited,INE600K01018,NIFTY MICROCAP 250
3137,SHOPERSTOP,SHOPERSTOPEQN,Shoppers Stop Limited,INE498B01024,NIFTY MICROCAP 250
3138,RALLIS,RALLISEQN,Rallis India Limited,INE613A01020,NIFTY MICROCAP 250
3139,SPANDANA,SPANDANAEQN,Spandana Sphoorty Financial Limited,INE572J01011,NIFTY MICROCAP 250
3140,MOIL,MOILEQN,MOIL Limited,INE490G01020,NIFTY MICROCAP 250
3141,DHANI,DHANIEQN,Dhani Services Limited,INE274G01010,NIFTY MICROCAP 250
3142,AVALON,AVALONEQN,Avalon Technologies Limited,INE0LCL01028,NIFTY MICROCAP 250
3143,PARADEEP,PARADEEPEQN,Paradeep Phosphates Limited,INE088F01024,NIFTY MICROCAP 250
3144,DREAMFOLKS,DREAMFOLKSEQN,Dreamfolks Services Limited,INE0JS101016,NIFTY MICROCAP 250
3145,SUPRAJIT,SUPRAJITEQN,Suprajit Engineering Limited,INE399C01030,NIFTY MICROCAP 250
3146,NETWEB,NETWEBEQN,Netweb Technologies India Limited,INE0NT901020,NIFTY MICROCAP 250
3147,TECHNOE,TECHNOEBEN,Techno Electric & Engineering Company Limited,INE285K01026,NIFTY MICROCAP 250
3148,SEQUENT,SEQUENTEQN,Sequent Scientific Limited,INE807F01027,NIFTY MICROCAP 250
3149,AHLUCONT,AHLUCONTEQN,Ahluwalia Contracts (India) Limited,INE758C01029,NIFTY MICROCAP 250
3150,ORIENTELEC,ORIENTELECEQN,Orient Electric Limited,INE142Z01019,NIFTY MICROCAP 250
3151,NAVNETEDUL,NAVNETEDULEQN,Navneet Education Limited,INE060A01024,NIFTY MICROCAP 250
3152,SBCL,SBCLEQN,Shivalik Bimetal Controls Limited,INE386D01027,NIFTY MICROCAP 250
3153,VMART,VMARTEQN,V-Mart Retail Limited,INE665J01013,NIFTY MICROCAP 250
3154,TIRUMALCHM,TIRUMALCHMEQN,Thirumalai Chemicals Limited,INE338A01024,NIFTY MICROCAP 250
3155,NEWGEN,NEWGENEQN,Newgen Software Technologies Limited,INE619B01017,NIFTY MICROCAP 250
3156,TIPSINDLTD,TIPSINDLTDEQN,TIPS Industries Limited,INE716B01029,NIFTY MICROCAP 250
3157,AZAD,AZADEQN,Azad Engineering Limited,INE02IJ01035,NIFTY MICROCAP 250
3158,SUPRIYA,SUPRIYAEQN,Supriya Lifescience Limited,INE07RO01027,NIFTY MICROCAP 250
3159,FLAIR,FLAIREQN,Flair Writing Industries Limited,INE00Y201027,NIFTY MICROCAP 250
3160,UNIPARTS,UNIPARTSEQN,Uniparts India Limited,INE244O01017,NIFTY MICROCAP 250
3161,DISHTV,DISHTVEQN,Dish TV India Limited,INE836F01026,NIFTY MICROCAP 250
3162,ASHOKA,ASHOKAEQN,Ashoka Buildcon Limited,INE442H01029,NIFTY MICROCAP 250
3163,OPTIEMUS,OPTIEMUSEQN,Optiemus Infracom Limited,INE350C01017,NIFTY MICROCAP 250
3164,DBL,DBLEQN,Dilip Buildcon Limited,INE917M01012,NIFTY MICROCAP 250
3165,PTC,PTCEQN,PTC India Limited,INE877F01012,NIFTY MICROCAP 250
3166,CYIENTDLM,CYIENTDLMEQN,Cyient DLM Limited,INE055S01018,NIFTY MICROCAP 250
3167,CARERATING,CARERATINGEQN,CARE Ratings Limited,INE752H01013,NIFTY MICROCAP 250
3168,LAOPALA,LAOPALAEQN,La Opala RG Limited,INE059D01020,NIFTY MICROCAP 250
3169,JAMNAAUTO,JAMNAAUTOEQN,Jamna Auto Industries Limited,INE039C01032,NIFTY MICROCAP 250
3170,MAITHANALL,MAITHANALLEQN,Maithan Alloys Limited,INE683C01011,NIFTY MICROCAP 250
3171,SHARDAMOTR,SHARDAMOTREQN,Sharda Motor Industries Limited,INE597I01028,NIFTY MICROCAP 250
3172,INGERRAND,INGERRANDEQN,Ingersoll Rand (India) Limited,INE177A01018,NIFTY MICROCAP 250
3173,MUTHOOTMF,MUTHOOTMFEQN,Muthoot Microfin Limited,INE046W01019,NIFTY MICROCAP 250
3174,CARTRADE,CARTRADEEQN,Cartrade Tech Limited,INE290S01011,NIFTY MICROCAP 250
3175,SULA,SULAEQN,Sula Vineyards Limited,INE142Q01026,NIFTY MICROCAP 250
3176,JCHAC,JCHACEQN,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,NIFTY MICROCAP 250
3177,SANSERA,SANSERAEQN,Sansera Engineering Limited,INE953O01021,NIFTY MICROCAP 250
3178,MSTCLTD,MSTCLTDEQN,Mstc Limited,INE255X01014,NIFTY MICROCAP 250
3179,INDIASHLTR,INDIASHLTREQN,India Shelter Finance Corporation Limited,INE922K01024,NIFTY MICROCAP 250
3180,SOUTHBANK,SOUTHBANKEQN,The South Indian Bank Limited,INE683A01023,NIFTY MICROCAP 250
3181,LGBBROSLTD,LGBBROSLTDEQN,LG Balakrishnan & Bros Limited,INE337A01034,NIFTY MICROCAP 250
3182,KALAMANDIR,KALAMANDIREQN,Sai Silks (Kalamandir) Limited,INE438K01021,NIFTY MICROCAP 250
3183,KIRLOSENG,KIRLOSENGEQN,Kirloskar Oil Engines Limited,INE146L01010,NIFTY MICROCAP 250
3184,UTKARSHBNK,UTKARSHBNKEQN,Utkarsh Small Finance Bank Limited,INE735W01017,NIFTY MICROCAP 250
